row,original_index,problem_id,sample_idx,y_error,is_correct,n_steps,response_chars,primary_escape_raw_mean,primary_escape_mean,primary_escape_late,primary_escape_max,primary_coherent_escape,primary_late_coherent_escape,primary_normal_persistence,phase_escape_mean,phase_coherent_escape,shuffle_escape_mean,shuffle_coherent_escape,wrong_problem_escape_mean,wrong_problem_coherent_escape,random_escape_mean,rank_support_rate,mean_selected_rank,state_match_cosine_mean,shuffle_changed_rate_mean
561,594,49,6,0,1,4,442,0.05954456701874733,0.05954456701874733,0.03454277291893959,0.08431413769721985,0.007097289431840181,0.03454277291893959,0.11919291317462921,0.05954456701874733,0.007097289431840181,0.4214346408843994,0.12605877220630646,0.8872300386428833,0.16642116010189056,0.9922117590904236,1.0,3.6666667461395264,0.9202795624732971,1.0
562,595,49,7,0,1,9,441,0.5839478969573975,0.5839478969573975,0.6865710616111755,0.9802259802818298,0.027971243485808372,0.076249860227108,0.0479002371430397,0.5839478969573975,0.027971243485808372,0.7694817185401917,0.045676469802856445,0.7719403505325317,0.028820259496569633,0.9966971278190613,1.0,2.0,0.8769274950027466,1.0
563,596,49,8,0,1,7,471,0.2914957106113434,0.2914957106113434,0.19109883904457092,0.7173852920532227,0.015106516890227795,0.044785842299461365,0.05182415246963501,0.2914957106113434,0.015106516890227795,0.6476583480834961,0.08520974963903427,0.7004837989807129,0.03935027867555618,0.9921226501464844,1.0,2.8333332538604736,0.9028675556182861,1.0
564,597,49,9,0,1,5,320,0.11498284339904785,0.11498284339904785,0.1153702586889267,0.13648375868797302,0.01459488831460476,0.044581446796655655,0.12693101167678833,0.11498284339904785,0.01459488831460476,0.6815305352210999,0.11588461697101593,0.7967616319656372,0.0664704367518425,0.986339271068573,1.0,3.5,0.9093750715255737,1.0
565,598,49,10,0,1,4,439,0.10350187122821808,0.10350187122821808,0.051119785755872726,0.14927563071250916,0.014444142580032349,0.051119789481163025,0.13955439627170563,0.10350187122821808,0.014444142580032349,0.41348254680633545,0.1483100950717926,0.8956323266029358,0.16278542578220367,0.9905787706375122,1.0,3.6666667461395264,0.9181540608406067,1.0
566,599,49,11,0,1,7,385,0.3250073194503784,0.3250073194503784,0.3428710401058197,0.4323393404483795,0.008318640291690826,0.05037930607795715,0.02559524029493332,0.3250073194503784,0.008318640291690826,0.6494671106338501,0.039980437606573105,0.733465313911438,0.0257706455886364,0.9948710799217224,1.0,2.8333332538604736,0.884976327419281,1.0
567,600,50,0,0,1,9,661,0.44668516516685486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8354810476303101,1.0
568,601,50,1,0,1,11,471,0.3534044921398163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8391762375831604,1.0
569,602,50,2,0,1,11,601,0.38254228234291077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8445346355438232,1.0
570,603,50,3,0,1,12,628,0.5618945360183716,0.7550644874572754,0.7550644874572754,0.7550644874572754,0.7550644874572754,0.7550644874572754,1.0,0.7550644874572754,0.7550644874572754,0.8883171081542969,0.8883171677589417,0.7869720458984375,0.697353720664978,0.9920157194137573,0.09090909361839294,4.0,0.8402633666992188,1.0
571,604,50,4,1,0,6,498,0.7319318056106567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8218769431114197,1.0
572,605,50,5,0,1,14,545,0.7763416767120361,0.7401984930038452,0.7401984930038452,0.9258531332015991,0.04791935905814171,0.04791935905814171,0.06473852694034576,0.7401984930038452,0.04791935905814171,0.908577561378479,0.08979116380214691,0.8133922815322876,0.05613904818892479,0.9973523616790771,0.3076923191547394,3.846153736114502,0.7610173225402832,1.0
573,606,50,6,0,1,13,524,0.566464364528656,0.7795006632804871,0.7795006632804871,0.9001926183700562,0.05428800731897354,0.05428800731897354,0.06964459270238876,0.7795006632804871,0.05428800731897354,0.9113848209381104,0.12887953221797943,0.7862446308135986,0.057301364839076996,0.9970128536224365,0.25,3.9166667461395264,0.8041884303092957,1.0
574,607,50,7,0,1,6,752,0.631269633769989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8510921597480774,1.0
575,608,50,8,0,1,6,616,0.46771475672721863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8522329926490784,1.0
576,609,50,9,0,1,13,478,0.5467116236686707,0.6454689502716064,0.6454689502716064,0.8345427513122559,0.07401535660028458,0.07401535660028458,0.11466912180185318,0.6454689502716064,0.07401535660028458,0.6238687634468079,0.19142237305641174,0.6953598856925964,0.08646571636199951,0.9953790903091431,0.25,4.0,0.8178415298461914,1.0
577,611,50,11,0,1,7,798,0.5043426156044006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8597978353500366,1.0
578,612,51,0,0,1,9,456,0.5027788877487183,0.6741195321083069,0.6741195321083069,0.8557981848716736,0.11324159055948257,0.11324159055948257,0.16798444092273712,0.6741195321083069,0.11324159055948257,0.7508935332298279,0.1904086023569107,0.8114213347434998,0.13362464308738708,0.9888197183609009,0.375,3.875,0.8342969417572021,1.0
579,613,51,1,0,1,7,470,0.5242918729782104,0.11427535116672516,0.11427535116672516,0.11427535116672516,0.11427535861730576,0.11427535861730576,1.0000001192092896,0.11427535116672516,0.11427535861730576,0.8248291015625,0.8248291015625,0.5387685894966125,0.45270872116088867,0.9939696788787842,0.1666666716337204,4.0,0.8495314121246338,1.0
580,614,51,2,0,1,7,492,0.44035109877586365,0.0976429432630539,0.0976429432630539,0.0976429432630539,0.09764295071363449,0.09764295071363449,1.0000001192092896,0.0976429432630539,0.09764295071363449,0.9241887331008911,0.9241886734962463,0.46327245235443115,0.3820860683917999,0.9941157698631287,0.1666666716337204,4.0,0.8479204177856445,1.0
581,615,51,3,0,1,6,450,0.44068780541419983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8224406242370605,1.0
582,616,51,4,0,1,6,364,0.5270076990127563,0.46413177251815796,nan,0.46413177251815796,0.46413177251815796,nan,1.0000001192092896,0.46413177251815796,0.46413177251815796,0.8563084602355957,0.8563084602355957,0.9293964505195618,0.8966134786605835,0.9986960887908936,0.20000000298023224,4.0,0.8318282961845398,1.0
583,617,51,5,0,1,6,316,0.48202916979789734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8495664596557617,1.0
584,618,51,6,0,1,7,445,0.5247558355331421,0.27240365743637085,0.27240365743637085,0.27240365743637085,0.27240362763404846,0.27240362763404846,1.0,0.27240365743637085,0.27240362763404846,0.9529374241828918,0.9529374241828918,0.5280776619911194,0.4467395842075348,0.9961878061294556,0.1666666716337204,4.0,0.8352308869361877,1.0
585,620,51,8,0,1,6,421,0.36886411905288696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8539907336235046,1.0
586,621,51,9,0,1,11,396,0.7225794792175293,0.7480266094207764,0.7214559316635132,0.9723255038261414,0.026846332475543022,0.03539653867483139,0.03588954359292984,0.7480266094207764,0.026846332475543022,0.9054405689239502,0.06421371549367905,0.8912875652313232,0.035262346267700195,0.994479238986969,0.5,3.5,0.7715564370155334,1.0
587,622,51,10,1,0,10,568,0.8168240785598755,0.730887770652771,0.6738889217376709,0.9018842577934265,0.1031012088060379,0.17963382601737976,0.14106298983097076,0.730887770652771,0.1031012088060379,0.6388348937034607,0.12682418525218964,0.8528832197189331,0.0962325930595398,0.9904733300209045,0.4444444477558136,4.0,0.7462241053581238,1.0
588,623,51,11,0,1,7,514,0.5374009013175964,0.2986091077327728,0.12640056014060974,0.4708176553249359,0.16403162479400635,0.12640056014060974,0.5493189692497253,0.2986091077327728,0.16403162479400635,0.7903156280517578,0.39604273438453674,0.6891276836395264,0.33119505643844604,0.9942940473556519,0.3333333432674408,4.0,0.8193216323852539,1.0
589,624,52,0,0,1,9,466,0.6442652344703674,0.44123438000679016,0.44123438000679016,0.669111967086792,0.05924692377448082,0.05924692377448082,0.1342754065990448,0.44123438000679016,0.05924692377448082,0.5944798588752747,0.13033564388751984,0.6719458103179932,0.07448654621839523,0.9908677339553833,0.375,3.875,0.8165392875671387,1.0
590,625,52,1,0,1,5,417,0.4897010028362274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8162901401519775,1.0
591,626,52,2,0,1,10,667,0.6394809484481812,0.5624692440032959,0.579107403755188,0.8592674732208252,0.047606151551008224,0.06366875022649765,0.08463778346776962,0.5624692440032959,0.047606151551008224,0.7464378476142883,0.10134106129407883,0.8210132122039795,0.08439269661903381,0.9959280490875244,0.4444444477558136,3.6666667461395264,0.8108048439025879,1.0
592,627,52,3,0,1,5,468,0.6095049977302551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8257127404212952,1.0
593,628,52,4,0,1,7,477,0.31272199749946594,0.09326844662427902,0.09326844662427902,0.09326844662427902,0.09326844662427902,0.09326844662427902,1.0,0.09326844662427902,0.09326844662427902,0.9750025272369385,0.9750024676322937,0.39097484946250916,0.28879451751708984,0.9977058172225952,0.1666666716337204,4.0,0.8533163070678711,1.0
594,629,52,5,0,1,9,418,0.4954446852207184,0.3540835380554199,0.3540835380554199,0.4980427920818329,0.05402729660272598,0.05402729660272598,0.15258347988128662,0.3540835380554199,0.05402729660272598,0.679199755191803,0.16666440665721893,0.729340136051178,0.08909481763839722,0.9899362921714783,0.375,3.875,0.8346796035766602,1.0
595,630,52,6,0,1,6,475,0.3949657082557678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8435794115066528,1.0
596,631,52,7,0,1,7,441,0.34710437059402466,0.10922259092330933,0.10922259092330933,0.10922259092330933,0.10922259092330933,0.10922259092330933,0.9999999403953552,0.10922259092330933,0.10922259092330933,0.2349109649658203,0.2349109649658203,0.43029919266700745,0.33415982127189636,0.9841511845588684,0.1666666716337204,4.0,0.8468829393386841,1.0
597,632,52,8,0,1,6,319,0.4846044182777405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8289769291877747,1.0
598,633,52,9,0,1,6,541,0.4127449691295624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8569879531860352,1.0
599,634,52,10,0,1,7,498,0.5512017011642456,0.20341311395168304,0.20341311395168304,0.20341311395168304,0.20341312885284424,0.20341312885284424,1.0,0.20341311395168304,0.20341312885284424,0.9474793076515198,0.9474791884422302,0.4447120130062103,0.34949347376823425,0.9991044402122498,0.1666666716337204,4.0,0.859492301940918,1.0
600,635,52,11,0,1,11,726,0.6750654578208923,0.6602931618690491,0.6969308853149414,0.9355543255805969,0.03592555597424507,0.03579627722501755,0.054408490657806396,0.6602931618690491,0.03592555597424507,0.7296346426010132,0.07020644843578339,0.8193784356117249,0.04073725640773773,0.9931526780128479,0.5,3.700000047683716,0.824917197227478,1.0
601,636,53,0,0,1,15,1121,0.36801669001579285,0.21932651102542877,nan,0.3182946443557739,0.011308208107948303,nan,0.05155879259109497,0.21932651102542877,0.011308208107948303,0.5512734055519104,0.031224053353071213,0.6224329471588135,0.01750953681766987,0.9890217781066895,0.5,3.7857143878936768,0.8484319448471069,1.0
602,637,53,1,0,1,16,772,0.31340017914772034,0.10551298409700394,nan,0.2075779289007187,0.008161718025803566,nan,0.07735273241996765,0.10551298409700394,0.008161718025803566,0.5258969664573669,0.045419927686452866,0.6338014006614685,0.02154013328254223,0.993895411491394,0.46666666865348816,3.866666555404663,0.8398717045783997,1.0
603,638,53,2,0,1,16,724,0.48691579699516296,0.4908504784107208,nan,0.6882302761077881,0.05195389688014984,nan,0.105844646692276,0.4908504784107208,0.05195389688014984,0.44325536489486694,0.04160130396485329,0.6850990056991577,0.0410367026925087,0.9956260323524475,0.46666666865348816,3.7333333492279053,0.7511494159698486,1.0
604,639,53,3,0,1,23,1395,0.6368582844734192,0.5363468527793884,0.7981176376342773,0.9976980686187744,0.00841655395925045,0.02097408100962639,0.015692370012402534,0.5363468527793884,0.00841655395925045,0.6344931721687317,0.021177802234888077,0.7557292580604553,0.011940239928662777,0.9947169423103333,0.6363636255264282,3.590909004211426,0.7901883721351624,1.0
605,640,53,4,1,0,33,2152,0.8463488817214966,0.8320496082305908,0.9200951457023621,0.9984735250473022,0.008786519058048725,0.014013910666108131,0.01056008879095316,0.8320496082305908,0.008786519058048725,0.8439933061599731,0.009943579323589802,0.9118055701255798,0.007899859920144081,0.9926367998123169,0.71875,3.59375,0.7199745178222656,1.0
606,641,53,5,0,1,16,853,0.3849745988845825,0.10209295898675919,nan,0.2504235506057739,0.0066433437168598175,nan,0.06507150083780289,0.10209295898675919,0.0066433437168598175,0.396522581577301,0.019398029893636703,0.6140999794006348,0.018734904006123543,0.9941248893737793,0.46666666865348816,3.866666555404663,0.8374217748641968,1.0
607,642,53,6,0,1,17,832,0.34646865725517273,0.13372132182121277,nan,0.2678086757659912,0.01044837012887001,nan,0.0781354010105133,0.13372132182121277,0.01044837012887001,0.5192269086837769,0.04336037486791611,0.6592112183570862,0.019816042855381966,0.989402711391449,0.4375,3.875,0.8414382338523865,1.0
608,643,53,7,0,1,8,647,0.37828025221824646,0.3041672110557556,0.4769647717475891,0.7558372020721436,0.030571497976779938,0.13614517450332642,0.10050884634256363,0.3041672110557556,0.030571497976779938,0.6641249060630798,0.0575796477496624,0.7638386487960815,0.05398252233862877,0.9935013055801392,0.8571428656578064,3.7142856121063232,0.804600715637207,1.0
609,644,53,8,0,1,18,1206,0.3749663829803467,0.2517574429512024,0.6027255058288574,0.8477442264556885,0.01724965311586857,0.27033087611198425,0.06851696223020554,0.2517574429512024,0.01724965311586857,0.5825846195220947,0.040657687932252884,0.6472611427307129,0.023124443367123604,0.9909981489181519,0.529411792755127,3.8235294818878174,0.8450770378112793,1.0
610,645,53,9,0,1,9,512,0.4749877452850342,0.42234906554222107,0.644251823425293,0.9279267191886902,0.03940017893910408,0.16041450202465057,0.09328819066286087,0.42234906554222107,0.03940017893910408,0.7917829155921936,0.07146042585372925,0.7786179780960083,0.04204980283975601,0.9908725023269653,0.875,3.5,0.787399172782898,1.0
611,646,53,10,0,1,8,605,0.5368298292160034,0.48891276121139526,0.4330408275127411,0.6850963830947876,0.05195596069097519,0.14580096304416656,0.10626835376024246,0.48891276121139526,0.05195596069097519,0.8749285936355591,0.06632097065448761,0.7770650386810303,0.056371837854385376,0.9944299459457397,0.8571428656578064,3.5714285373687744,0.790306806564331,1.0
612,647,53,11,0,1,17,989,0.2510928809642792,0.09565477073192596,nan,0.16650496423244476,0.006830818485468626,nan,0.07141115516424179,0.09565477073192596,0.006830818485468626,0.4945010244846344,0.02977447770535946,0.6322352886199951,0.020314425230026245,0.9892561435699463,0.4375,3.875,0.8573392033576965,1.0
613,648,54,0,0,1,8,391,0.6034882068634033,0.6034882068634033,0.5643192529678345,0.8794913291931152,0.012848630547523499,0.08269409835338593,0.021290605887770653,0.6034882068634033,0.012848630547523499,0.709900975227356,0.046415116637945175,0.7523015141487122,0.01727772317826748,0.9912860989570618,1.0,3.4285714626312256,0.8093159794807434,1.0
614,649,54,1,0,1,7,408,0.3453938663005829,0.3453938663005829,0.31774240732192993,0.5450404286384583,0.017823992297053337,0.1045859232544899,0.05160483345389366,0.3453938663005829,0.017823992297053337,0.6305914521217346,0.07844822108745575,0.7222297191619873,0.03353080525994301,0.9936783909797668,1.0,4.0,0.8834023475646973,1.0
615,650,54,2,0,1,6,328,0.045442014932632446,0.05069825053215027,0.06081671640276909,0.06081671640276909,0.028915714472532272,0.06081671267747879,0.5703493356704712,0.05069825053215027,0.028915714472532272,0.7314317226409912,0.3744710087776184,0.8524572849273682,0.3087509274482727,0.998358964920044,0.4000000059604645,4.0,0.8831967115402222,1.0
616,651,54,3,0,1,5,382,0.3318649232387543,0.3318649232387543,0.32010483741760254,0.42238518595695496,0.03596927598118782,0.12564599514007568,0.10838528722524643,0.3318649232387543,0.03596927598118782,0.7602019309997559,0.1505502462387085,0.7154116034507751,0.06732194125652313,0.994969367980957,1.0,4.0,0.8437856435775757,1.0
617,652,54,4,0,1,9,564,0.6502344608306885,0.6502344608306885,0.5513172745704651,0.9117396473884583,0.018452027812600136,0.13568779826164246,0.02837749943137169,0.6502344608306885,0.018452027812600136,0.775145947933197,0.03389541804790497,0.7833486199378967,0.02671762928366661,0.9892202615737915,1.0,3.375,0.834524393081665,1.0
618,653,54,5,0,1,7,439,0.21022501587867737,0.26164743304252625,0.3691328763961792,0.5999264121055603,0.01824803464114666,0.08168470859527588,0.0697428435087204,0.26164743304252625,0.01824803464114666,0.6527109146118164,0.1103728786110878,0.6927963495254517,0.08390671759843826,0.9939391613006592,0.6666666865348816,4.0,0.8865654468536377,1.0
619,654,54,6,0,1,6,329,0.04739193618297577,0.05553407967090607,0.06780404597520828,0.06780404597520828,0.02836739271879196,0.06780404597520828,0.5108105540275574,0.05553407967090607,0.02836739271879196,0.5762981176376343,0.2459196299314499,0.8509968519210815,0.309141606092453,0.9827462434768677,0.4000000059604645,4.0,0.8841097950935364,1.0
620,655,54,7,0,1,6,374,0.10036459565162659,0.09937586635351181,0.07265006005764008,0.12610167264938354,0.0474889911711216,0.07265006750822067,0.47787243127822876,0.09937586635351181,0.0474889911711216,0.7567030191421509,0.4776090383529663,0.8522583246231079,0.3070109486579895,0.9842699766159058,0.4000000059604645,4.0,0.8785723447799683,1.0
621,656,54,8,1,0,11,717,0.6241586804389954,0.6303350925445557,0.708005428314209,0.9580855369567871,0.021704036742448807,0.05788571387529373,0.034432537853717804,0.6303350925445557,0.021704036742448807,0.8623452186584473,0.06066952645778656,0.791829526424408,0.03272028639912605,0.9945517778396606,0.800000011920929,3.5999999046325684,0.8508223295211792,1.0
622,657,54,9,0,1,9,376,0.5112293362617493,0.5112293362617493,0.7151152491569519,0.9493016600608826,0.008296067826449871,0.07339681684970856,0.016227681189775467,0.5112293362617493,0.008296067826449871,0.7464162111282349,0.051836661994457245,0.835864782333374,0.019841693341732025,0.9934385418891907,1.0,3.375,0.8753968477249146,1.0
623,658,54,10,0,1,5,359,0.19321656227111816,0.16651540994644165,0.19831083714962006,0.2886553406715393,0.0445672944188118,0.07995138317346573,0.2676466405391693,0.16651540994644165,0.0445672944188118,0.6729310750961304,0.20536082983016968,0.6869309544563293,0.19369801878929138,0.9975010752677917,0.75,4.0,0.8607778549194336,1.0
624,659,54,11,0,1,5,333,0.21899253129959106,0.2161722630262375,0.23753349483013153,0.3672034442424774,0.05526992678642273,0.11139929294586182,0.25567540526390076,0.2161722630262375,0.05526992678642273,0.45305511355400085,0.1371985226869583,0.6553959846496582,0.17670385539531708,0.9925992488861084,0.75,4.0,0.8523200750350952,1.0
625,660,55,0,0,1,5,255,0.24146777391433716,0.12735891342163086,nan,0.1791883111000061,0.043755535036325455,nan,0.3435608744621277,0.12735891342163086,0.043755535036325455,0.8534949421882629,0.40768519043922424,0.6953752040863037,0.1925593912601471,0.985382080078125,0.5,3.75,0.9102909564971924,1.0
626,661,55,1,0,1,6,221,0.11670859903097153,0.08645246922969818,nan,0.10286189615726471,0.034681856632232666,nan,0.40116676688194275,0.08645246922969818,0.034681856632232666,0.8046553730964661,0.3226640820503235,0.6290732622146606,0.18776550889015198,0.9933818578720093,0.4000000059604645,3.799999952316284,0.8967922925949097,1.0
627,662,55,2,0,1,6,274,0.1688566654920578,0.16057485342025757,nan,0.19402170181274414,0.056286077946424484,nan,0.3505285978317261,0.16057485342025757,0.056286077946424484,0.794212281703949,0.3055875301361084,0.6898559331893921,0.2229490429162979,0.983788251876831,0.4000000059604645,3.799999952316284,0.8911830186843872,1.0
628,663,55,3,0,1,6,304,0.22998157143592834,0.17429795861244202,0.2449118196964264,0.2449118196964264,0.05654046684503555,0.24491183459758759,0.3243897557258606,0.17429795861244202,0.05654046684503555,0.6281835436820984,0.22330041229724884,0.6890836358070374,0.17292891442775726,0.9928044676780701,0.6000000238418579,3.799999952316284,0.9071040749549866,1.0
629,664,55,4,0,1,6,236,0.14565779268741608,0.08824487775564194,nan,0.12465617060661316,0.03604982793331146,nan,0.40852034091949463,0.08824487775564194,0.03604982793331146,0.6680905222892761,0.3418164849281311,0.7550758719444275,0.2093200981616974,0.9874113202095032,0.4000000059604645,3.799999952316284,0.9048776626586914,1.0
630,665,55,5,0,1,7,261,0.33895471692085266,0.24517497420310974,0.3219497501850128,0.5591241717338562,0.045270830392837524,0.13772700726985931,0.18464702367782593,0.24517497420310974,0.045270830392837524,0.7919459939002991,0.1659705638885498,0.5741251707077026,0.09903185814619064,0.9896698594093323,0.6666666865348816,3.6666667461395264,0.8914114236831665,1.0
631,666,55,6,0,1,6,277,0.22626259922981262,0.18208372592926025,0.26090437173843384,0.26090437173843384,0.0563293993473053,0.2609044015407562,0.30935990810394287,0.18208372592926025,0.0563293993473053,0.5198424458503723,0.16985949873924255,0.6990339159965515,0.1542830914258957,0.9929402470588684,0.6000000238418579,3.799999952316284,0.90504390001297,1.0
632,667,55,7,0,1,7,298,0.16414062678813934,0.1775701493024826,0.1941002607345581,0.3052052855491638,0.02787543646991253,0.053547415882349014,0.1569826751947403,0.1775701493024826,0.02787543646991253,0.7762554287910461,0.12192104756832123,0.7320871353149414,0.08789057284593582,0.9919324517250061,0.6666666865348816,3.6666667461395264,0.8948411345481873,1.0
633,668,55,8,0,1,7,316,0.48050907254219055,0.4340331554412842,0.3062790036201477,0.701185941696167,0.03150588646531105,0.12256157398223877,0.07258866727352142,0.4340331554412842,0.03150588646531105,0.7933460474014282,0.11715621501207352,0.7249909043312073,0.04671115055680275,0.992311418056488,0.8333333134651184,3.5,0.9104853272438049,1.0
634,669,55,9,0,1,5,267,0.2663900852203369,0.2660512328147888,0.5317514538764954,0.5317514538764954,0.06323409825563431,0.5317515134811401,0.23767641186714172,0.2660512328147888,0.06323409825563431,0.665739893913269,0.16684167087078094,0.6774553656578064,0.11522089689970016,0.9915230870246887,0.75,3.75,0.8876973986625671,1.0
635,670,55,10,0,1,5,228,0.1815313696861267,0.10575231164693832,nan,0.1344907581806183,0.035514310002326965,nan,0.3358253836631775,0.10575231164693832,0.035514310002326965,0.8100564479827881,0.4067239463329315,0.7397643327713013,0.21355946362018585,0.9890260696411133,0.5,3.75,0.8990219235420227,1.0
636,671,55,11,0,1,7,269,0.19561102986335754,0.2222413271665573,0.2308678925037384,0.3041822612285614,0.03493235260248184,0.057317815721035004,0.15718206763267517,0.2222413271665573,0.03493235260248184,0.8469566106796265,0.11963188648223877,0.762785792350769,0.09346141666173935,0.9922826290130615,0.6666666865348816,3.6666667461395264,0.893578290939331,1.0
637,672,56,0,0,1,4,264,0.5045334100723267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.804146945476532,1.0
638,673,56,1,0,1,10,729,0.6747612953186035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7989429831504822,1.0
639,674,56,2,0,1,9,513,0.6052963733673096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8273411989212036,1.0
640,675,56,3,0,1,10,681,0.6304317116737366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7754425406455994,1.0
641,676,56,4,0,1,8,429,0.6134332418441772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8253050446510315,1.0
642,677,56,5,0,1,7,357,0.46795952320098877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8358187675476074,1.0
643,678,56,6,0,1,9,552,0.7251453399658203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7972784638404846,1.0
644,679,56,7,0,1,10,460,0.5901739597320557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7760092616081238,1.0
645,680,56,8,0,1,4,283,0.4997985064983368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8034834265708923,1.0
646,681,56,9,0,1,8,596,0.5974125266075134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8064988851547241,1.0
647,682,56,10,0,1,12,629,0.627556562423706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7864347696304321,1.0
648,683,56,11,0,1,5,177,0.3759192228317261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8483208417892456,1.0
649,684,57,0,0,1,9,418,0.40640902519226074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7883970737457275,1.0
650,685,57,1,0,1,7,713,0.6022933721542358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7770189642906189,1.0
651,686,57,2,0,1,12,748,0.5716085433959961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7623345255851746,1.0
652,687,57,3,0,1,7,457,0.48839640617370605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7889546155929565,1.0
653,688,57,4,0,1,9,717,0.6621159911155701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8086037039756775,1.0
654,689,57,5,0,1,9,492,0.3833064138889313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8014750480651855,1.0
655,690,57,6,0,1,7,339,0.4930543303489685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7917701005935669,1.0
656,691,57,7,0,1,7,298,0.5304573178291321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7653756141662598,1.0
657,692,57,8,0,1,14,985,0.6115840077400208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7558026313781738,1.0
658,693,57,9,0,1,11,578,0.5084644556045532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7698675990104675,1.0
659,695,57,11,0,1,7,412,0.5550673007965088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7833962440490723,1.0
660,696,58,0,0,1,10,558,0.566126823425293,0.566126823425293,0.6629446744918823,0.7345225811004639,0.019800158217549324,0.1296527236700058,0.03497477248311043,0.566126823425293,0.019800158217549324,0.6475210189819336,0.023998243734240532,0.8658981323242188,0.01675375923514366,0.9930322170257568,1.0,3.555555582046509,0.8420552015304565,1.0
661,697,58,1,1,0,14,750,0.5634700059890747,0.5634700059890747,0.7784454822540283,0.9162232279777527,0.007992815226316452,0.047370415180921555,0.014184989966452122,0.5634700059890747,0.007992815226316452,0.7226358652114868,0.018319031223654747,0.8475580215454102,0.011469820514321327,0.9911014437675476,1.0,4.0,0.8376068472862244,1.0
662,699,58,3,1,0,6,416,0.8827133774757385,0.8827133774757385,0.9215723276138306,0.9238095879554749,0.14856599271297455,0.45477917790412903,0.16830605268478394,0.8827133774757385,0.14856599271297455,0.7093126177787781,0.1295868456363678,0.8454622030258179,0.1019262820482254,0.9923734664916992,1.0,4.0,0.8169336318969727,1.0
